etiqueta,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,p3_x,p3_y,p3_z,p4_x,p4_y,p4_z,p5_x,p5_y,p5_z,p6_x,p6_y,p6_z,p7_x,p7_y,p7_z,p8_x,p8_y,p8_z,p9_x,p9_y,p9_z,p10_x,p10_y,p10_z,p11_x,p11_y,p11_z,p12_x,p12_y,p12_z,p13_x,p13_y,p13_z,p14_x,p14_y,p14_z,p15_x,p15_y,p15_z,p16_x,p16_y,p16_z,p17_x,p17_y,p17_z,p18_x,p18_y,p18_z,p19_x,p19_y,p19_z,p20_x,p20_y,p20_z,angulo_pulgar,angulo_indice,angulo_medio,angulo_anular,angulo_meñique,dist_pulgar_muñeca,dist_indice_muñeca,dist_medio_muñeca,dist_anular_muñeca,dist_meñique_muñeca,dist_pulgar_indice,dist_indice_medio,dist_medio_anular,dist_anular_meñique
hola,0.12246271550521114,0.4234655176862797,0.23791117904832237,0.16591785881419502,-0.16439807005835738,0.2800813782858532,-0.04586493669924541,0.821917738021805,0.903851801705311,-0.20598896016914636,0.5602791915247061,0.034503351827296115,0.14818723576616633,0.7555292643524322,-0.9441737752298778,-0.8538557770589672,-1.0102047611360698,0.6809520577256397,0.5109122981236405,0.6694091114268738,1.0305191229116057,0.5870283134091204,-0.07366486525974011,0.4898209432622381,-0.7906702844883927,0.28538817214054096,-0.7708431040530224,0.9081227350164514,0.0136647090042031,-0.18526080750861668,-0.500974106402216,0.6410812880938802,-0.0883741968037996,0.08398235128950199,-0.9212931535221303,0.174228811653203,0.2346346251950806,0.13588448755552507,0.8210868545843268,0.373483660000423,-0.24406086985265746,-0.11736767834181856,0.38947997773511767,-0.8946042415209248,0.259607331372964,0.3052835288165834,-0.6022668164003075,-0.6892912933793476,-0.3519623836732092,-0.3607304658828915,0.15659773930549903,-0.14205108709617514,0.9429015761031544,-0.7653265640619005,-0.5306965116855331,-0.6308169582741976,0.26425577476966494,-0.5088774137129966,-0.050815282717209226,-0.46237155964067655,-0.7060195446012251,-0.7885326665045805,0.25734243023024544,-0.783444428506806,-0.5662089855201831,-0.19473765724953063,0.6383859536168535,-0.7556208035192763,0.6939716162499895,-0.84005917194233,0.9709887103022122,0.014204231618701615,0.9517308744251767,0.28792322228079226,0.3475399035921161,-0.8805292902725974,-0.4300337214352723
hola,0.08267664033135613,0.43496677157161406,0.1061483064132431,0.07878277160191813,-0.13483477274660327,0.36568292837038807,-0.15073908838829736,0.7431213214195002,0.9022376688228317,-0.18734685646334087,0.5998876316483134,0.03130182931745702,0.16175249384353244,0.8560471540527241,-0.8094956340775816,-0.8608440552907862,-0.975946312449237,0.6456342834392681,0.48313775449309504,0.7548303103468671,0.9702894480745224,0.5985728012655702,-0.08877063216289366,0.4902898154703902,-0.7844834144004015,0.26270631682870915,-0.7534072886429881,0.8812735485158674,0.06389918634087027,-0.07636682495842631,-0.4621598851491541,0.5613448984045716,-0.09142163135521127,0.04092933697234494,-0.9637460928997506,0.23828250464880543,0.34735355106910715,0.2242499455104577,0.902573524145929,0.36190500972170464,-0.3394181007334046,-0.06879495167556607,0.43285904348886844,-0.839997459389308,0.2880640581515984,0.4114154547831238,-0.6493274309919322,-0.7128045500002799,-0.25962051686113335,-0.3221052743712892,0.11207865435562069,-0.11781440482097724,0.9515738934126424,-0.8734435500572505,-0.5788183390700292,-0.7304961499163127,0.32989627246255593,-0.5393880066321259,0.010118265963489553,-0.5503114806136064,-0.6981639085192444,-0.7385738568029062,0.2511159631088491,-0.712261100572566,-0.5414781389257716,-0.3429238204061332,0.6512181526224854,-0.7928033087014563,0.7149809585864734,-0.869650719755978,0.8868960993725777,-0.03660051842375196,0.9683714100423336,0.22221568200738576,0.49584956927145213,-0.9556256515702832,-0.42277338998913067
hola,0.11228063151958356,0.39466116184352057,0.2988154777005256,0.1134580120393831,-0.21225557618232302,0.3246159065650037,-0.17355966098598105,0.8229002317512821,0.9852552999524288,-0.27415107826603013,0.6316188826275453,0.07842888585263388,0.17719213018758911,0.9460329257180194,-0.8701972894043697,-0.8634282088147931,-1.0040389266006247,0.624449176847604,0.5524584164289957,0.7570818952344706,0.971071224432029,0.6396762908852484,-0.07639118090024095,0.6337350564307768,-0.7766839899240313,0.4158505009845286,-0.6820100577936569,0.8464799562783536,-0.009847981402912265,-0.14655249925679356,-0.4820619150570386,0.584167403573038,-0.06403745433822566,0.13322645210445339,-1.00476008503071,0.1595286329174609,0.20186569784149178,0.27668793346568743,0.8982008442357585,0.3013536592713674,-0.2723251525598689,-0.10667022341487525,0.35106952004447306,-0.8718628014441839,0.33644386681363536,0.28412722434478765,-0.561345509834904,-0.7141081783718817,-0.3149907359928684,-0.21988835551300964,0.07151007243790472,-0.16968822507111544,1.0024994394788853,-0.7702210809583334,-0.5564941034950283,-0.4847443896972714,0.3347611764654552,-0.4366385129114058,-0.019678366112727302,-0.4785792534315046,-0.6978242949409779,-0.7413012566467263,0.2740179182036683,-0.7354750276397728,-0.6311034540313482,-0.2584559517087557,0.7577193880295456,-0.8991607080434649,0.7102028245163334,-0.8884389777715564,0.9293223367373198,-0.00825006685622854,0.9567361773354474,0.15580380059362664,0.44276197333360495,-0.8876445280446249,-0.47090440643303766
hola,0.10844993733374825,0.43265732474002966,0.17294673476299688,0.19696357046006002,-0.12099445020629002,0.19053109680043187,-0.1155028617361436,0.7504566783257401,0.9699471877418697,-0.2727429992700796,0.5777132540919843,0.08303920345483182,0.1793768818963707,0.7911784562325332,-0.8746529453962736,-0.8494886661549664,-0.9922296667480341,0.7535124031099308,0.5765625874477488,0.676980098776886,1.0031297818182667,0.7044249382840788,-0.02541801246657896,0.48508985427521023,-0.7876628519054462,0.34318760011437877,-0.7486768984628462,0.9115288055064792,0.08242834617161018,-0.21702264359785697,-0.4738650435938361,0.3864040118649797,-0.1389187176336174,0.124239490167639,-1.024809558225532,0.3168915593483359,0.15268437654681116,0.21186576941466465,0.8940331858935529,0.4357042626602726,-0.3527773064113999,-0.0677779047935691,0.39577404490550905,-0.9286244892938579,0.3566386046044989,0.35122872401499233,-0.6092457217102579,-0.7386573004407925,-0.3884089779947203,-0.26690259085219237,0.1735000745618116,-0.043496132268091695,0.9148569011771099,-0.6892587097711305,-0.6798508777864557,-0.6849702189817867,0.3356325112550257,-0.4793672015336841,-0.09851343027841711,-0.5215549285146582,-0.7067108794419023,-0.8087179555186003,0.3551392837815981,-0.7057833230045201,-0.6414807564029257,-0.21756966490640925,0.6573514357397007,-0.7651543424719295,0.7073712570937885,-0.8492529347581774,0.924909878016943,-0.025332916448433752,0.9840406896523475,0.20864595979188452,0.48439352796204244,-0.8577411707019374,-0.4639646442889723
hola,0.12498187691315141,0.4202691001231442,0.19464269198192674,0.14470520859315322,-0.11141958387278908,0.3324637079333442,-0.05955163711689852,0.7845961936457975,0.9614231695668067,-0.24863030017811738,0.5996583937897513,0.05128268678742473,0.14093892043750053,0.8809511278571678,-0.8988389177658997,-0.7211220368126455,-1.0098640741943337,0.6045302604564894,0.6142190455747043,0.7796074311917851,0.9884426753181358,0.6297344038966612,-0.07765361413648204,0.5161956339986193,-0.7596609203524473,0.24598395707944204,-0.6645374385110197,0.8819849650240609,0.0024217836605177692,-0.1867454121016025,-0.45024220307696483,0.5202811512282346,-0.12881035534522448,0.14905225831189264,-0.9501720705718536,0.20992383538319764,0.2006395301639267,0.24547049061739565,0.8150919399543821,0.29326740948813906,-0.31690640991504976,-0.13660844998690946,0.41080777013442993,-0.8057812458939827,0.37641641205143633,0.33327881273814747,-0.5801856882474526,-0.7922738729221839,-0.37006895495125175,-0.2870113900607617,0.15652946885266375,-0.16415852025297545,1.0027150018305109,-0.719273432853815,-0.5876844952331735,-0.6572953781250604,0.3407238505163525,-0.5134778185147276,-0.056173830196866587,-0.5105191959577048,-0.677177027781519,-0.8179002068641631,0.313884687643494,-0.6987341827404999,-0.5342780962501409,-0.21458611737381145,0.7496455825714481,-0.84416482655828,0.7195058468336417,-0.7986360839251563,1.062409076687675,-0.10311251097235442,0.9115360842716355,0.17972140721789082,0.372332372581113,-0.9479121665753967,-0.47234270792486577
hola,0.10514669717845988,0.4474665315336969,0.29933529410408205,0.13728755790309624,-0.18153558410531073,0.24686749256589433,-0.10022961889928969,0.7175343412131274,1.0188984592947763,-0.17414495631238025,0.5599912935600939,-0.027866886948734917,0.20378274089613527,0.8454662843226912,-0.7960370680055531,-0.9054627835366369,-0.9895319562670372,0.6655018760817851,0.5586625315879381,0.7175210229196761,0.9883791810829029,0.5449361069643175,-0.08416024974520098,0.5670731341585059,-0.7377292065591962,0.31542278655949213,-0.7695255297738006,0.8126321255623866,0.1075804845950688,-0.15406041941997325,-0.5083131026185738,0.6260249776445594,-0.08191560385225997,0.19583275694048835,-0.9590444750567843,0.3383083903958535,0.31195848756700306,0.22141978632556017,0.9360747045769661,0.3959093956862242,-0.21255262097581054,-0.1741822654303223,0.42956496485445167,-0.826627832398981,0.24559645657017964,0.2821128136030301,-0.6811964867403233,-0.7556177464125213,-0.33326618536183417,-0.19746060550995337,0.14409827985674803,-0.04136619579679471,0.9077426032077078,-0.8810795004717016,-0.5850238727551615,-0.6581776917830421,0.3045819135260922,-0.5967888999224296,-0.07183445626302684,-0.5763722910220371,-0.6485772052674587,-0.7609198053665474,0.26566518961417906,-0.7493274431696071,-0.6597959527343406,-0.26568361354173037,0.6897435757209321,-0.8550837507306547,0.7010921407735,-0.8343160651306959,0.9132752884136743,-0.06804911470232473,0.9017600602597056,0.18200857422273284,0.4186332641671609,-0.8233881588455392,-0.43262289724859443
hola,0.06264073245502022,0.44107772828155006,0.19991034965874627,0.07871788601713257,-0.12198206632001932,0.3296636116356775,-0.15135063485514136,0.7547550895319255,0.9135729361444763,-0.34821302058522385,0.5076905230554015,0.12613355287803518,0.21833750786292883,0.8387414746075031,-0.8291000354514378,-0.8101788928697418,-0.8056191646965867,0.7212184366676049,0.5499176223256627,0.692247274463617,0.8769143684526494,0.6084903102268083,-0.11485881275835147,0.4899456670930272,-0.7957797924742599,0.2257646424743279,-0.628936343428279,0.9334198219466403,0.04329801143431248,-0.09667891307445153,-0.46702036040836514,0.5054031688020202,-0.011543131703420029,0.16381339992152996,-1.0142827068436124,0.22575406024757372,0.18041053277560495,0.16472800720129704,0.9338050344058304,0.45911143023047335,-0.35091257754338506,-0.09778763056678855,0.3627302633984384,-0.9039053259296952,0.3039137346793919,0.298076200752328,-0.5768087964550769,-0.7836949105108453,-0.3556204568626403,-0.2750903635872116,0.1284461384924388,-0.1681751561774392,0.9479091095900357,-0.758140817212656,-0.5572006284291116,-0.7262587264699351,0.31118326620225817,-0.4558474387518463,-0.15084871834345603,-0.4839808063777978,-0.7151920206562529,-0.7507197842417318,0.274496221103421,-0.8138782023359984,-0.6882123985340511,-0.2601454113450027,0.6549725847819443,-0.8510132796690979,0.7078194379364765,-0.8908791873255218,0.9496149400944257,-0.12324840669271969,0.9209303709905663,0.21206097305591265,0.43550649053240575,-0.9408521927028499,-0.3840714343864588
hola,0.06878241437849207,0.47216333834809604,0.14904140941040683,0.11625657488955787,-0.08061197028929556,0.16820600112694778,-0.1646703402481388,0.8123996079231866,0.9171732516999089,-0.21455966867987913,0.5532508168295381,0.062119328879453956,0.12830526041826065,0.9095823796683125,-0.8452068414391655,-0.8088612674931585,-0.9801570534254719,0.6408593798922513,0.5346855925087199,0.7597469036125531,0.9361874604245148,0.6128058712782678,0.02672876443813564,0.6046145877444955,-0.7797523248705256,0.3399027387632449,-0.7336971938329848,0.7874316073402751,-0.006707672045726858,-0.26421571607024563,-0.48846444999281147,0.5493882978279109,-0.003877469953138757,0.15321426642550515,-0.9733754255677329,0.27674127321092856,0.11363467999444855,0.24564872165494214,0.9260394167235967,0.28971128591797474,-0.22379649669208151,-0.10901127202659638,0.37449799615948964,-0.8479099634361461,0.44706807378155516,0.35036905198924356,-0.5668238485373014,-0.7651154496673056,-0.41163551662487186,-0.23106166728754252,0.09758934954031592,-0.11921866121438968,0.9528648037801966,-0.7719613872166242,-0.5655633825459832,-0.6255039670171125,0.2807158309880595,-0.5069105416851043,-0.1163166400765028,-0.5333634790006001,-0.663195808056718,-0.7414002868391222,0.2665509127216656,-0.6801538012974894,-0.5390533836996455,-0.24187791351688676,0.7358262503237735,-0.8444869083690562,0.613657079832037,-0.8967391966572877,1.0277211456012507,-0.02997931388689396,0.9507429428351515,0.22368947080608295,0.4222527064316845,-0.7993368165105174,-0.42792501574841946
hola,0.10309674758489415,0.46666706393977353,0.2295772137301234,0.10096056720775029,-0.19221412409445618,0.315361643990112,-0.03072435265086329,0.8508170038719084,1.0069848523340283,-0.25867774617000383,0.5339698351524002,0.051500493500826555,0.13887536780229934,0.9059028525088695,-0.942551115089967,-0.7492638846238879,-0.967463600048298,0.643895637598505,0.5057082831366926,0.6572814629003498,0.9983952136636237,0.6019830267928674,-0.141539320481189,0.49630441396973013,-0.78024038322664,0.3632931189195173,-0.7262729927500874,0.8141806864432625,0.03140949029584614,-0.18431229850633635,-0.6057331079378246,0.5457526355425427,-0.0992460620773368,0.17167821597796795,-0.8699725943800225,0.29159924562914197,0.2107470109171013,0.17854169831243033,1.0161641471917413,0.36660151990769124,-0.28028773425678066,-0.12714234675681726,0.40516662989292246,-0.8867670773376575,0.3048503305473235,0.3139327921742992,-0.5808725413631182,-0.7693186432469816,-0.40478558728549047,-0.2672569467301599,0.1276446799647165,-0.047597323646224876,0.8441991856988018,-0.7413350359078208,-0.5199422281854491,-0.781050475850415,0.28908227122677943,-0.5119888382202253,-0.13775403902327849,-0.5500396503763383,-0.737589624982252,-0.6916361955002086,0.3594430985879199,-0.6600563425530644,-0.5707516734377313,-0.3190022472389332,0.6157604463818815,-0.7813287203524816,0.6147834245530105,-0.7721532627034544,0.9409026601188848,-0.08143863708207673,0.9890701747908488,0.2319042050643939,0.46047885050564935,-0.8636579253231462,-0.4884392412271757
hola,0.1284237882018627,0.46003379564325814,0.19004943017758824,0.10607301710589963,-0.21524608014145574,0.3379895770936573,-0.13407068429676444,0.7574098505382075,0.9797759822939031,-0.26833414687558255,0.5130270113471512,-0.02004161917038623,0.1663896197551466,0.7871718089605079,-0.7701881745050079,-0.9298378709911047,-0.8747403867048467,0.6757905644560069,0.5514778463061814,0.7127783421531908,0.9771934901831315,0.5964353933122047,-0.021876181393310233,0.5667697350060129,-0.7559360601890397,0.2616614320443548,-0.7161407063679606,0.9047279225437708,-0.04181177613268794,-0.2380853911242385,-0.4337255710896103,0.5570106507748305,-0.09689850238453686,0.13778959439056668,-0.9450413138592062,0.20828301013628603,0.18527620917472717,0.2436602565043979,0.8385775181484967,0.3840532359926904,-0.36611337906432,-0.0744783105350349,0.41889226597518187,-0.8667475700257665,0.382667980088611,0.42454946145944766,-0.5285163746014117,-0.8341911162568757,-0.43312214648841735,-0.3038193869995387,0.14169809334630096,-0.09691402205190315,0.9404604854607791,-0.78657204028009,-0.6200156344279968,-0.7079568543796049,0.23588359608838574,-0.539578457225981,-0.1349626845682041,-0.5599424786456612,-0.6293787428785685,-0.8267196621129869,0.4442782821724164,-0.6989682022587279,-0.5975934704551493,-0.30546754768713247,0.6770019536663198,-0.8345793397257661,0.6819903057298758,-0.6797989572986342,0.948115935040559,-0.005233930390313057,0.9183633551243799,0.20794161496524385,0.5670671905783788,-0.9529727683807471,-0.3437636469473344
